SampleUniqueStr	Sample1	Sample2	Sim_NumSNPs	Sim_SNPs_selectionMethod	Sample2_fraction	Sim_reads_per_SNP	Replicate	ibd_m1	ibd_m2	sim_pops
Sim7198	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0001	1	1	6	100	SAS
Sim7199	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0002	1	1	6	100	SAS
Sim7200	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0003	1	1	6	100	SAS
Sim7201	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0004	1	1	6	100	SAS
Sim7202	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0005	1	1	6	100	SAS
Sim7203	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0006	1	1	6	100	SAS
Sim7204	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0007	1	1	6	100	SAS
Sim7205	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0008	1	1	6	100	SAS
Sim7206	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0009	1	1	6	100	SAS
Sim7207	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.001	1	1	6	100	SAS
Sim7208	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.002	1	1	6	100	SAS
Sim7209	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.003	1	1	6	100	SAS
Sim7210	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.004	1	1	6	100	SAS
Sim7211	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.005	1	1	6	100	SAS
Sim7212	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.006	1	1	6	100	SAS
Sim7213	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.007	1	1	6	100	SAS
Sim7214	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.008	1	1	6	100	SAS
Sim7215	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.009	1	1	6	100	SAS
Sim7216	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.01	1	1	6	100	SAS
Sim7217	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.011	1	1	6	100	SAS
Sim7218	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.012	1	1	6	100	SAS
Sim7219	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.013	1	1	6	100	SAS
Sim7220	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.014	1	1	6	100	SAS
Sim7221	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.015	1	1	6	100	SAS
Sim7222	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.016	1	1	6	100	SAS
Sim7223	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.017	1	1	6	100	SAS
Sim7224	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.018	1	1	6	100	SAS
Sim7225	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.019	1	1	6	100	SAS
Sim7226	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.02	1	1	6	100	SAS
Sim7227	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0225	1	1	6	100	SAS
Sim7228	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.025	1	1	6	100	SAS
Sim7229	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0275	1	1	6	100	SAS
Sim7230	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.03	1	1	6	100	SAS
Sim7231	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0325	1	1	6	100	SAS
Sim7232	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.035	1	1	6	100	SAS
Sim7233	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0375	1	1	6	100	SAS
Sim7234	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.04	1	1	6	100	SAS
Sim7235	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0425	1	1	6	100	SAS
Sim7236	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.045	1	1	6	100	SAS
Sim7237	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.0475	1	1	6	100	SAS
Sim7238	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.05	1	1	6	100	SAS
Sim7239	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.06	1	1	6	100	SAS
Sim7240	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.07	1	1	6	100	SAS
Sim7241	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.08	1	1	6	100	SAS
Sim7242	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.09	1	1	6	100	SAS
Sim7243	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.1	1	1	6	100	SAS
Sim7244	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.15	1	1	6	100	SAS
Sim7245	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.2	1	1	6	100	SAS
Sim7246	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.25	1	1	6	100	SAS
Sim7247	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.3	1	1	6	100	SAS
Sim7248	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.35	1	1	6	100	SAS
Sim7249	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.4	1	1	6	100	SAS
Sim7250	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.45	1	1	6	100	SAS
Sim7251	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.5	1	1	6	100	SAS
Sim7252	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.6	1	1	6	100	SAS
Sim7253	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.7	1	1	6	100	SAS
Sim7254	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.8	1	1	6	100	SAS
Sim7255	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.9	1	1	6	100	SAS
Sim7256	I8_BC	I2_BC	100	KMostCommonInEachBlock	0.95	1	1	6	100	SAS
Sim7257	I8_BC	I2_BC	100	KMostCommonInEachBlock	1	1	1	6	100	SAS
Sim7258	I8_BC	I3_BC	100	KMostCommonInEachBlock	0	1	1	6	100	MXL
Sim7259	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0001	1	1	6	100	MXL
Sim7260	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0002	1	1	6	100	MXL
Sim7261	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0003	1	1	6	100	MXL
Sim7262	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0004	1	1	6	100	MXL
Sim7263	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0005	1	1	6	100	MXL
Sim7264	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0006	1	1	6	100	MXL
Sim7265	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0007	1	1	6	100	MXL
Sim7266	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0008	1	1	6	100	MXL
Sim7267	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0009	1	1	6	100	MXL
Sim7268	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.001	1	1	6	100	MXL
Sim7269	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.002	1	1	6	100	MXL
Sim7270	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.003	1	1	6	100	MXL
Sim7271	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.004	1	1	6	100	MXL
Sim7272	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.005	1	1	6	100	MXL
Sim7273	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.006	1	1	6	100	MXL
Sim7274	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.007	1	1	6	100	MXL
Sim7275	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.008	1	1	6	100	MXL
Sim7276	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.009	1	1	6	100	MXL
Sim7277	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.01	1	1	6	100	MXL
Sim7278	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.011	1	1	6	100	MXL
Sim7279	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.012	1	1	6	100	MXL
Sim7280	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.013	1	1	6	100	MXL
Sim7281	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.014	1	1	6	100	MXL
Sim7282	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.015	1	1	6	100	MXL
Sim7283	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.016	1	1	6	100	MXL
Sim7284	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.017	1	1	6	100	MXL
Sim7285	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.018	1	1	6	100	MXL
Sim7286	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.019	1	1	6	100	MXL
Sim7287	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.02	1	1	6	100	MXL
Sim7288	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0225	1	1	6	100	MXL
Sim7289	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.025	1	1	6	100	MXL
Sim7290	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0275	1	1	6	100	MXL
Sim7291	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.03	1	1	6	100	MXL
Sim7292	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0325	1	1	6	100	MXL
Sim7293	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.035	1	1	6	100	MXL
Sim7294	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0375	1	1	6	100	MXL
Sim7295	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.04	1	1	6	100	MXL
Sim7296	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	1	1	6	100	MXL
Sim7297	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.045	1	1	6	100	MXL
Sim7298	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	1	1	6	100	MXL
Sim7299	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.05	1	1	6	100	MXL
Sim7300	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.06	1	1	6	100	MXL
Sim7301	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.07	1	1	6	100	MXL
Sim7302	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.08	1	1	6	100	MXL
Sim7303	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.09	1	1	6	100	MXL
Sim7304	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.1	1	1	6	100	MXL
Sim7305	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.15	1	1	6	100	MXL
Sim7306	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.2	1	1	6	100	MXL
Sim7307	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.25	1	1	6	100	MXL
Sim7308	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.3	1	1	6	100	MXL
Sim7309	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.35	1	1	6	100	MXL
Sim7310	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.4	1	1	6	100	MXL
Sim7311	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.45	1	1	6	100	MXL
Sim7312	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.5	1	1	6	100	MXL
Sim7313	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.6	1	1	6	100	MXL
Sim7314	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.7	1	1	6	100	MXL
Sim7315	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.8	1	1	6	100	MXL
Sim7316	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.9	1	1	6	100	MXL
Sim7317	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.95	1	1	6	100	MXL
Sim7318	I8_BC	I3_BC	100	KMostCommonInEachBlock	1	1	1	6	100	MXL
Sim7319	I2_BC	I3_BC	100	KMostCommonInEachBlock	0	1	1	6	100	MXL
Sim7320	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0001	1	1	6	100	MXL
Sim7321	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0002	1	1	6	100	MXL
Sim7322	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0003	1	1	6	100	MXL
Sim7323	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0004	1	1	6	100	MXL
Sim7324	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0005	1	1	6	100	MXL
Sim7325	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0006	1	1	6	100	MXL
Sim7326	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0007	1	1	6	100	MXL
Sim7327	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0008	1	1	6	100	MXL
Sim7328	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0009	1	1	6	100	MXL
Sim7329	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.001	1	1	6	100	MXL
Sim7330	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.002	1	1	6	100	MXL
Sim7331	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.003	1	1	6	100	MXL
Sim7332	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.004	1	1	6	100	MXL
Sim7333	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.005	1	1	6	100	MXL
Sim7334	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.006	1	1	6	100	MXL
Sim7335	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.007	1	1	6	100	MXL
Sim7336	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.008	1	1	6	100	MXL
Sim7337	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.009	1	1	6	100	MXL
Sim7338	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.01	1	1	6	100	MXL
Sim7339	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.011	1	1	6	100	MXL
Sim7340	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.012	1	1	6	100	MXL
Sim7341	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.013	1	1	6	100	MXL
Sim7342	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.014	1	1	6	100	MXL
Sim7343	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.015	1	1	6	100	MXL
Sim7344	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.016	1	1	6	100	MXL
Sim7345	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.017	1	1	6	100	MXL
Sim7346	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.018	1	1	6	100	MXL
Sim7347	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.019	1	1	6	100	MXL
Sim7348	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.02	1	1	6	100	MXL
Sim7349	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0225	1	1	6	100	MXL
Sim7350	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.025	1	1	6	100	MXL
Sim7351	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0275	1	1	6	100	MXL
Sim7352	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.03	1	1	6	100	MXL
Sim7353	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0325	1	1	6	100	MXL
Sim7354	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.035	1	1	6	100	MXL
Sim7355	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0375	1	1	6	100	MXL
Sim7356	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.04	1	1	6	100	MXL
Sim7357	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	1	1	6	100	MXL
Sim7358	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.045	1	1	6	100	MXL
Sim7359	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	1	1	6	100	MXL
Sim7360	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.05	1	1	6	100	MXL
Sim7361	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.06	1	1	6	100	MXL
Sim7362	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.07	1	1	6	100	MXL
Sim7363	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.08	1	1	6	100	MXL
Sim7364	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.09	1	1	6	100	MXL
Sim7365	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.1	1	1	6	100	MXL
Sim7366	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.15	1	1	6	100	MXL
Sim7367	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.2	1	1	6	100	MXL
Sim7368	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.25	1	1	6	100	MXL
Sim7369	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.3	1	1	6	100	MXL
Sim7370	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.35	1	1	6	100	MXL
Sim7371	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.4	1	1	6	100	MXL
Sim7372	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.45	1	1	6	100	MXL
Sim7373	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.5	1	1	6	100	MXL
Sim7374	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.6	1	1	6	100	MXL
Sim7375	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.7	1	1	6	100	MXL
Sim7376	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.8	1	1	6	100	MXL
Sim7377	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.9	1	1	6	100	MXL
Sim7378	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.95	1	1	6	100	MXL
Sim7379	I2_BC	I3_BC	100	KMostCommonInEachBlock	1	1	1	6	100	MXL
Sim8001	I8_BC	I2_BC	2000000	Random	0	2	1	100	100	SAS
Sim8002	I8_BC	I2_BC	2000000	Random	0.0001	2	1	100	100	SAS
Sim8003	I8_BC	I2_BC	2000001	Random	0.0002	2	1	100	100	SAS
Sim8004	I8_BC	I2_BC	2000002	Random	0.0003	2	1	100	100	SAS
Sim8005	I8_BC	I2_BC	2000003	Random	0.0004	2	1	100	100	SAS
Sim8006	I8_BC	I2_BC	2000004	Random	0.0005	2	1	100	100	SAS
Sim8007	I8_BC	I2_BC	2000005	Random	0.0006	2	1	100	100	SAS
Sim8008	I8_BC	I2_BC	2000006	Random	0.0007	2	1	100	100	SAS
Sim8009	I8_BC	I2_BC	2000007	Random	0.0008	2	1	100	100	SAS
Sim8010	I8_BC	I2_BC	2000008	Random	0.0009	2	1	100	100	SAS
Sim8011	I8_BC	I2_BC	2000009	Random	0.001	2	1	100	100	SAS
Sim8012	I8_BC	I2_BC	2000010	Random	0.002	2	1	100	100	SAS
Sim8013	I8_BC	I2_BC	2000011	Random	0.003	2	1	100	100	SAS
Sim8014	I8_BC	I2_BC	2000012	Random	0.004	2	1	100	100	SAS
Sim8015	I8_BC	I2_BC	2000013	Random	0.005	2	1	100	100	SAS
Sim8016	I8_BC	I2_BC	2000014	Random	0.006	2	1	100	100	SAS
Sim8017	I8_BC	I2_BC	2000015	Random	0.007	2	1	100	100	SAS
Sim8018	I8_BC	I2_BC	2000016	Random	0.008	2	1	100	100	SAS
Sim8019	I8_BC	I2_BC	2000017	Random	0.009	2	1	100	100	SAS
Sim8020	I8_BC	I2_BC	2000018	Random	0.01	2	1	100	100	SAS
Sim8021	I8_BC	I2_BC	2000019	Random	0.011	2	1	100	100	SAS
Sim8022	I8_BC	I2_BC	2000020	Random	0.012	2	1	100	100	SAS
Sim8023	I8_BC	I2_BC	2000021	Random	0.013	2	1	100	100	SAS
Sim8024	I8_BC	I2_BC	2000022	Random	0.014	2	1	100	100	SAS
Sim8025	I8_BC	I2_BC	2000023	Random	0.015	2	1	100	100	SAS
Sim8026	I8_BC	I2_BC	2000024	Random	0.016	2	1	100	100	SAS
Sim8027	I8_BC	I2_BC	2000025	Random	0.017	2	1	100	100	SAS
Sim8028	I8_BC	I2_BC	2000026	Random	0.018	2	1	100	100	SAS
Sim8029	I8_BC	I2_BC	2000027	Random	0.019	2	1	100	100	SAS
Sim8030	I8_BC	I2_BC	2000028	Random	0.02	2	1	100	100	SAS
Sim8031	I8_BC	I2_BC	2000029	Random	0.0225	2	1	100	100	SAS
Sim8032	I8_BC	I2_BC	2000030	Random	0.025	2	1	100	100	SAS
Sim8033	I8_BC	I2_BC	2000031	Random	0.0275	2	1	100	100	SAS
Sim8034	I8_BC	I2_BC	2000032	Random	0.03	2	1	100	100	SAS
Sim8035	I8_BC	I2_BC	2000033	Random	0.0325	2	1	100	100	SAS
Sim8036	I8_BC	I2_BC	2000034	Random	0.035	2	1	100	100	SAS
Sim8037	I8_BC	I2_BC	2000035	Random	0.0375	2	1	100	100	SAS
Sim8038	I8_BC	I2_BC	2000036	Random	0.04	2	1	100	100	SAS
Sim8039	I8_BC	I2_BC	2000037	Random	0.0425	2	1	100	100	SAS
Sim8040	I8_BC	I2_BC	2000038	Random	0.045	2	1	100	100	SAS
Sim8041	I8_BC	I2_BC	2000039	Random	0.0475	2	1	100	100	SAS
Sim8042	I8_BC	I2_BC	2000040	Random	0.05	2	1	100	100	SAS
Sim8043	I8_BC	I2_BC	2000041	Random	0.06	2	1	100	100	SAS
Sim8044	I8_BC	I2_BC	2000042	Random	0.07	2	1	100	100	SAS
Sim8045	I8_BC	I2_BC	2000043	Random	0.08	2	1	100	100	SAS
Sim8046	I8_BC	I2_BC	2000044	Random	0.09	2	1	100	100	SAS
Sim8047	I8_BC	I2_BC	2000045	Random	0.1	2	1	100	100	SAS
Sim8048	I8_BC	I2_BC	2000046	Random	0.15	2	1	100	100	SAS
Sim8049	I8_BC	I2_BC	2000047	Random	0.2	2	1	100	100	SAS
Sim8050	I8_BC	I2_BC	2000048	Random	0.25	2	1	100	100	SAS
Sim8051	I8_BC	I2_BC	2000049	Random	0.3	2	1	100	100	SAS
Sim8052	I8_BC	I2_BC	2000050	Random	0.35	2	1	100	100	SAS
Sim8053	I8_BC	I2_BC	2000051	Random	0.4	2	1	100	100	SAS
Sim8054	I8_BC	I2_BC	2000052	Random	0.45	2	1	100	100	SAS
Sim8055	I8_BC	I2_BC	2000053	Random	0.5	2	1	100	100	SAS
Sim8056	I8_BC	I2_BC	2000054	Random	0.6	2	1	100	100	SAS
Sim8057	I8_BC	I2_BC	2000055	Random	0.7	2	1	100	100	SAS
Sim8058	I8_BC	I2_BC	2000056	Random	0.8	2	1	100	100	SAS
Sim8059	I8_BC	I2_BC	2000057	Random	0.9	2	1	100	100	SAS
Sim8060	I8_BC	I2_BC	2000058	Random	0.95	2	1	100	100	SAS
Sim8061	I8_BC	I2_BC	2000059	Random	1	2	1	100	100	SAS
Sim8062	I8_BC	I3_BC	2000060	Random	0	2	1	100	100	MXL
Sim8063	I8_BC	I3_BC	2000061	Random	0.0001	2	1	100	100	MXL
Sim8064	I8_BC	I3_BC	2000062	Random	0.0002	2	1	100	100	MXL
Sim8065	I8_BC	I3_BC	2000063	Random	0.0003	2	1	100	100	MXL
Sim8066	I8_BC	I3_BC	2000064	Random	0.0004	2	1	100	100	MXL
Sim8067	I8_BC	I3_BC	2000065	Random	0.0005	2	1	100	100	MXL
Sim8068	I8_BC	I3_BC	2000066	Random	0.0006	2	1	100	100	MXL
Sim8069	I8_BC	I3_BC	2000067	Random	0.0007	2	1	100	100	MXL
Sim8070	I8_BC	I3_BC	2000068	Random	0.0008	2	1	100	100	MXL
Sim8071	I8_BC	I3_BC	2000069	Random	0.0009	2	1	100	100	MXL
Sim8072	I8_BC	I3_BC	2000070	Random	0.001	2	1	100	100	MXL
Sim8073	I8_BC	I3_BC	2000071	Random	0.002	2	1	100	100	MXL
Sim8074	I8_BC	I3_BC	2000072	Random	0.003	2	1	100	100	MXL
Sim8075	I8_BC	I3_BC	2000073	Random	0.004	2	1	100	100	MXL
Sim8076	I8_BC	I3_BC	2000074	Random	0.005	2	1	100	100	MXL
Sim8077	I8_BC	I3_BC	2000075	Random	0.006	2	1	100	100	MXL
Sim8078	I8_BC	I3_BC	2000076	Random	0.007	2	1	100	100	MXL
Sim8079	I8_BC	I3_BC	2000077	Random	0.008	2	1	100	100	MXL
Sim8080	I8_BC	I3_BC	2000078	Random	0.009	2	1	100	100	MXL
Sim8081	I8_BC	I3_BC	2000079	Random	0.01	2	1	100	100	MXL
Sim8082	I8_BC	I3_BC	2000080	Random	0.011	2	1	100	100	MXL
Sim8083	I8_BC	I3_BC	2000081	Random	0.012	2	1	100	100	MXL
Sim8084	I8_BC	I3_BC	2000082	Random	0.013	2	1	100	100	MXL
Sim8085	I8_BC	I3_BC	2000083	Random	0.014	2	1	100	100	MXL
Sim8086	I8_BC	I3_BC	2000084	Random	0.015	2	1	100	100	MXL
Sim8087	I8_BC	I3_BC	2000085	Random	0.016	2	1	100	100	MXL
Sim8088	I8_BC	I3_BC	2000086	Random	0.017	2	1	100	100	MXL
Sim8089	I8_BC	I3_BC	2000087	Random	0.018	2	1	100	100	MXL
Sim8090	I8_BC	I3_BC	2000088	Random	0.019	2	1	100	100	MXL
Sim8091	I8_BC	I3_BC	2000089	Random	0.02	2	1	100	100	MXL
Sim8092	I8_BC	I3_BC	2000090	Random	0.0225	2	1	100	100	MXL
Sim8093	I8_BC	I3_BC	2000091	Random	0.025	2	1	100	100	MXL
Sim8094	I8_BC	I3_BC	2000092	Random	0.0275	2	1	100	100	MXL
Sim8095	I8_BC	I3_BC	2000093	Random	0.03	2	1	100	100	MXL
Sim8096	I8_BC	I3_BC	2000094	Random	0.0325	2	1	100	100	MXL
Sim8097	I8_BC	I3_BC	2000095	Random	0.035	2	1	100	100	MXL
Sim8098	I8_BC	I3_BC	2000096	Random	0.0375	2	1	100	100	MXL
Sim8099	I8_BC	I3_BC	2000097	Random	0.04	2	1	100	100	MXL
Sim8100	I8_BC	I3_BC	2000098	Random	0.0425	2	1	100	100	MXL
Sim8101	I8_BC	I3_BC	2000099	Random	0.045	2	1	100	100	MXL
Sim8102	I8_BC	I3_BC	2000100	Random	0.0475	2	1	100	100	MXL
Sim8103	I8_BC	I3_BC	2000101	Random	0.05	2	1	100	100	MXL
Sim8104	I8_BC	I3_BC	2000102	Random	0.06	2	1	100	100	MXL
Sim8105	I8_BC	I3_BC	2000103	Random	0.07	2	1	100	100	MXL
Sim8106	I8_BC	I3_BC	2000104	Random	0.08	2	1	100	100	MXL
Sim8107	I8_BC	I3_BC	2000105	Random	0.09	2	1	100	100	MXL
Sim8108	I8_BC	I3_BC	2000106	Random	0.1	2	1	100	100	MXL
Sim8109	I8_BC	I3_BC	2000107	Random	0.15	2	1	100	100	MXL
Sim8110	I8_BC	I3_BC	2000108	Random	0.2	2	1	100	100	MXL
Sim8111	I8_BC	I3_BC	2000109	Random	0.25	2	1	100	100	MXL
Sim8112	I8_BC	I3_BC	2000110	Random	0.3	2	1	100	100	MXL
Sim8113	I8_BC	I3_BC	2000111	Random	0.35	2	1	100	100	MXL
Sim8114	I8_BC	I3_BC	2000112	Random	0.4	2	1	100	100	MXL
Sim8115	I8_BC	I3_BC	2000113	Random	0.45	2	1	100	100	MXL
Sim8116	I8_BC	I3_BC	2000114	Random	0.5	2	1	100	100	MXL
Sim8117	I8_BC	I3_BC	2000115	Random	0.6	2	1	100	100	MXL
Sim8118	I8_BC	I3_BC	2000116	Random	0.7	2	1	100	100	MXL
Sim8119	I8_BC	I3_BC	2000117	Random	0.8	2	1	100	100	MXL
Sim8120	I8_BC	I3_BC	2000118	Random	0.9	2	1	100	100	MXL
