SampleUniqueStr	Sample1	Sample2	Sim_NumSNPs	Sim_SNPs_selectionMethod	Sample2_fraction	Sim_reads_per_SNP	Replicate	ibd_m1	ibd_m2	sim_pops
Sim5440	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.003	0.33	1	100	100	MXL
Sim5441	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.004	0.33	1	100	100	MXL
Sim5442	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.005	0.33	1	100	100	MXL
Sim5443	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.006	0.33	1	100	100	MXL
Sim5444	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.007	0.33	1	100	100	MXL
Sim5445	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.008	0.33	1	100	100	MXL
Sim5446	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.009	0.33	1	100	100	MXL
Sim5447	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.01	0.33	1	100	100	MXL
Sim5448	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.011	0.33	1	100	100	MXL
Sim5449	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.012	0.33	1	100	100	MXL
Sim5450	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.013	0.33	1	100	100	MXL
Sim5451	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.014	0.33	1	100	100	MXL
Sim5452	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.015	0.33	1	100	100	MXL
Sim5453	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.016	0.33	1	100	100	MXL
Sim5454	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.017	0.33	1	100	100	MXL
Sim5455	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.018	0.33	1	100	100	MXL
Sim5456	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.019	0.33	1	100	100	MXL
Sim5457	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.02	0.33	1	100	100	MXL
Sim5458	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0225	0.33	1	100	100	MXL
Sim5459	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.025	0.33	1	100	100	MXL
Sim5460	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0275	0.33	1	100	100	MXL
Sim5461	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.03	0.33	1	100	100	MXL
Sim5462	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0325	0.33	1	100	100	MXL
Sim5463	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.035	0.33	1	100	100	MXL
Sim5464	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0375	0.33	1	100	100	MXL
Sim5465	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.04	0.33	1	100	100	MXL
Sim5466	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	0.33	1	100	100	MXL
Sim5467	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.045	0.33	1	100	100	MXL
Sim5468	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	0.33	1	100	100	MXL
Sim5469	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.05	0.33	1	100	100	MXL
Sim5470	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.06	0.33	1	100	100	MXL
Sim5471	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.07	0.33	1	100	100	MXL
Sim5472	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.08	0.33	1	100	100	MXL
Sim5473	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.09	0.33	1	100	100	MXL
Sim5474	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.1	0.33	1	100	100	MXL
Sim5475	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.15	0.33	1	100	100	MXL
Sim5476	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.2	0.33	1	100	100	MXL
Sim5477	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.25	0.33	1	100	100	MXL
Sim5478	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.3	0.33	1	100	100	MXL
Sim5479	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.35	0.33	1	100	100	MXL
Sim5480	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.4	0.33	1	100	100	MXL
Sim5481	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.45	0.33	1	100	100	MXL
Sim5482	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.5	0.33	1	100	100	MXL
Sim5483	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.6	0.33	1	100	100	MXL
Sim5484	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.7	0.33	1	100	100	MXL
Sim5485	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.8	0.33	1	100	100	MXL
Sim5486	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.9	0.33	1	100	100	MXL
Sim5487	I8_BC	I3_BC	100	KMostCommonInEachBlock	0.95	0.33	1	100	100	MXL
Sim5488	I8_BC	I3_BC	100	KMostCommonInEachBlock	1	0.33	1	100	100	MXL
Sim5489	I2_BC	I3_BC	100	KMostCommonInEachBlock	0	0.33	1	100	100	MXL
Sim5490	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0001	0.33	1	100	100	MXL
Sim5491	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0002	0.33	1	100	100	MXL
Sim5492	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0003	0.33	1	100	100	MXL
Sim5493	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0004	0.33	1	100	100	MXL
Sim5494	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0005	0.33	1	100	100	MXL
Sim5495	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0006	0.33	1	100	100	MXL
Sim5496	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0007	0.33	1	100	100	MXL
Sim5497	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0008	0.33	1	100	100	MXL
Sim5498	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0009	0.33	1	100	100	MXL
Sim5499	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.001	0.33	1	100	100	MXL
Sim5500	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.002	0.33	1	100	100	MXL
Sim5501	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.003	0.33	1	100	100	MXL
Sim5502	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.004	0.33	1	100	100	MXL
Sim5503	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.005	0.33	1	100	100	MXL
Sim5504	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.006	0.33	1	100	100	MXL
Sim5505	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.007	0.33	1	100	100	MXL
Sim5506	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.008	0.33	1	100	100	MXL
Sim5507	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.009	0.33	1	100	100	MXL
Sim5508	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.01	0.33	1	100	100	MXL
Sim5509	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.011	0.33	1	100	100	MXL
Sim5510	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.012	0.33	1	100	100	MXL
Sim5511	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.013	0.33	1	100	100	MXL
Sim5512	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.014	0.33	1	100	100	MXL
Sim5513	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.015	0.33	1	100	100	MXL
Sim5514	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.016	0.33	1	100	100	MXL
Sim5515	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.017	0.33	1	100	100	MXL
Sim5516	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.018	0.33	1	100	100	MXL
Sim5517	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.019	0.33	1	100	100	MXL
Sim5518	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.02	0.33	1	100	100	MXL
Sim5519	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0225	0.33	1	100	100	MXL
Sim5520	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.025	0.33	1	100	100	MXL
Sim5521	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0275	0.33	1	100	100	MXL
Sim5522	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.03	0.33	1	100	100	MXL
Sim5523	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0325	0.33	1	100	100	MXL
Sim5524	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.035	0.33	1	100	100	MXL
Sim5525	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0375	0.33	1	100	100	MXL
Sim5526	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.04	0.33	1	100	100	MXL
Sim5527	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0425	0.33	1	100	100	MXL
Sim5528	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.045	0.33	1	100	100	MXL
Sim5529	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.0475	0.33	1	100	100	MXL
Sim5530	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.05	0.33	1	100	100	MXL
Sim5531	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.06	0.33	1	100	100	MXL
Sim5532	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.07	0.33	1	100	100	MXL
Sim5533	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.08	0.33	1	100	100	MXL
Sim5534	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.09	0.33	1	100	100	MXL
Sim5535	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.1	0.33	1	100	100	MXL
Sim5536	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.15	0.33	1	100	100	MXL
Sim5537	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.2	0.33	1	100	100	MXL
Sim5538	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.25	0.33	1	100	100	MXL
Sim5539	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.3	0.33	1	100	100	MXL
Sim5540	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.35	0.33	1	100	100	MXL
Sim5541	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.4	0.33	1	100	100	MXL
Sim5542	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.45	0.33	1	100	100	MXL
Sim5543	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.5	0.33	1	100	100	MXL
Sim5544	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.6	0.33	1	100	100	MXL
Sim5545	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.7	0.33	1	100	100	MXL
Sim5546	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.8	0.33	1	100	100	MXL
Sim5547	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.9	0.33	1	100	100	MXL
Sim5548	I2_BC	I3_BC	100	KMostCommonInEachBlock	0.95	0.33	1	100	100	MXL
Sim5549	I2_BC	I3_BC	100	KMostCommonInEachBlock	1	0.33	1	100	100	MXL
Sim5550	I8_BC	I2_BC	50	KMostCommonInEachBlock	0	2	1	100	100	SAS
Sim5551	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0001	2	1	100	100	SAS
Sim5552	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0002	2	1	100	100	SAS
Sim5553	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0003	2	1	100	100	SAS
Sim5554	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0004	2	1	100	100	SAS
Sim5555	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0005	2	1	100	100	SAS
Sim5556	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0006	2	1	100	100	SAS
Sim5557	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0007	2	1	100	100	SAS
Sim5558	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0008	2	1	100	100	SAS
Sim5559	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0009	2	1	100	100	SAS
Sim5560	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.001	2	1	100	100	SAS
Sim5561	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.002	2	1	100	100	SAS
Sim5562	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.003	2	1	100	100	SAS
Sim5563	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.004	2	1	100	100	SAS
Sim5564	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.005	2	1	100	100	SAS
Sim5565	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.006	2	1	100	100	SAS
Sim5566	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.007	2	1	100	100	SAS
Sim5567	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.008	2	1	100	100	SAS
Sim5568	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.009	2	1	100	100	SAS
Sim5569	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.01	2	1	100	100	SAS
Sim5570	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.011	2	1	100	100	SAS
Sim5571	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.012	2	1	100	100	SAS
Sim5572	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.013	2	1	100	100	SAS
Sim5573	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.014	2	1	100	100	SAS
Sim5574	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.015	2	1	100	100	SAS
Sim5575	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.016	2	1	100	100	SAS
Sim5576	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.017	2	1	100	100	SAS
Sim5577	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.018	2	1	100	100	SAS
Sim5578	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.019	2	1	100	100	SAS
Sim5579	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.02	2	1	100	100	SAS
Sim5580	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0225	2	1	100	100	SAS
Sim5581	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.025	2	1	100	100	SAS
Sim5582	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0275	2	1	100	100	SAS
Sim5583	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.03	2	1	100	100	SAS
Sim5584	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0325	2	1	100	100	SAS
Sim5585	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.035	2	1	100	100	SAS
Sim5586	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0375	2	1	100	100	SAS
Sim5587	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.04	2	1	100	100	SAS
Sim5588	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0425	2	1	100	100	SAS
Sim5589	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.045	2	1	100	100	SAS
Sim5590	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.0475	2	1	100	100	SAS
Sim5591	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.05	2	1	100	100	SAS
Sim5592	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.06	2	1	100	100	SAS
Sim5593	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.07	2	1	100	100	SAS
Sim5594	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.08	2	1	100	100	SAS
Sim5595	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.09	2	1	100	100	SAS
Sim5596	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.1	2	1	100	100	SAS
Sim5597	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.15	2	1	100	100	SAS
Sim5598	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.2	2	1	100	100	SAS
Sim5599	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.25	2	1	100	100	SAS
Sim5600	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.3	2	1	100	100	SAS
Sim5601	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.35	2	1	100	100	SAS
Sim5602	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.4	2	1	100	100	SAS
Sim5603	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.45	2	1	100	100	SAS
Sim5604	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.5	2	1	100	100	SAS
Sim5605	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.6	2	1	100	100	SAS
Sim5606	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.7	2	1	100	100	SAS
Sim5607	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.8	2	1	100	100	SAS
Sim5608	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.9	2	1	100	100	SAS
Sim5609	I8_BC	I2_BC	50	KMostCommonInEachBlock	0.95	2	1	100	100	SAS
Sim5610	I8_BC	I2_BC	50	KMostCommonInEachBlock	1	2	1	100	100	SAS
Sim5611	I8_BC	I3_BC	50	KMostCommonInEachBlock	0	2	1	100	100	MXL
Sim5612	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0001	2	1	100	100	MXL
Sim5613	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0002	2	1	100	100	MXL
Sim5614	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0003	2	1	100	100	MXL
Sim5615	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0004	2	1	100	100	MXL
Sim5616	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0005	2	1	100	100	MXL
Sim5617	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0006	2	1	100	100	MXL
Sim5618	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0007	2	1	100	100	MXL
Sim5619	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0008	2	1	100	100	MXL
Sim5620	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0009	2	1	100	100	MXL
Sim5621	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.001	2	1	100	100	MXL
Sim5622	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.002	2	1	100	100	MXL
Sim5623	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.003	2	1	100	100	MXL
Sim5624	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.004	2	1	100	100	MXL
Sim5625	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.005	2	1	100	100	MXL
Sim5626	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.006	2	1	100	100	MXL
Sim5627	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.007	2	1	100	100	MXL
Sim5628	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.008	2	1	100	100	MXL
Sim5629	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.009	2	1	100	100	MXL
Sim5630	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.01	2	1	100	100	MXL
Sim5631	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.011	2	1	100	100	MXL
Sim5632	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.012	2	1	100	100	MXL
Sim5633	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.013	2	1	100	100	MXL
Sim5634	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.014	2	1	100	100	MXL
Sim5635	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.015	2	1	100	100	MXL
Sim5636	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.016	2	1	100	100	MXL
Sim5637	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.017	2	1	100	100	MXL
Sim5638	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.018	2	1	100	100	MXL
Sim5639	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.019	2	1	100	100	MXL
Sim5640	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.02	2	1	100	100	MXL
Sim5641	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0225	2	1	100	100	MXL
Sim5642	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.025	2	1	100	100	MXL
Sim5643	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0275	2	1	100	100	MXL
Sim5644	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.03	2	1	100	100	MXL
Sim5645	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0325	2	1	100	100	MXL
Sim5646	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.035	2	1	100	100	MXL
Sim5647	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0375	2	1	100	100	MXL
Sim5648	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.04	2	1	100	100	MXL
Sim5649	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0425	2	1	100	100	MXL
Sim5650	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.045	2	1	100	100	MXL
Sim5651	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.0475	2	1	100	100	MXL
Sim5652	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.05	2	1	100	100	MXL
Sim5653	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.06	2	1	100	100	MXL
Sim5654	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.07	2	1	100	100	MXL
Sim5655	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.08	2	1	100	100	MXL
Sim5656	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.09	2	1	100	100	MXL
Sim5657	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.1	2	1	100	100	MXL
Sim5658	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.15	2	1	100	100	MXL
Sim5659	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.2	2	1	100	100	MXL
Sim5660	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.25	2	1	100	100	MXL
Sim5661	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.3	2	1	100	100	MXL
Sim5662	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.35	2	1	100	100	MXL
Sim5663	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.4	2	1	100	100	MXL
Sim5664	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.45	2	1	100	100	MXL
Sim5665	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.5	2	1	100	100	MXL
Sim5666	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.6	2	1	100	100	MXL
Sim5667	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.7	2	1	100	100	MXL
Sim5668	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.8	2	1	100	100	MXL
Sim5669	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.9	2	1	100	100	MXL
Sim5670	I8_BC	I3_BC	50	KMostCommonInEachBlock	0.95	2	1	100	100	MXL
Sim5671	I8_BC	I3_BC	50	KMostCommonInEachBlock	1	2	1	100	100	MXL
Sim5672	I2_BC	I3_BC	50	KMostCommonInEachBlock	0	2	1	100	100	MXL
Sim5673	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0001	2	1	100	100	MXL
Sim5674	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0002	2	1	100	100	MXL
Sim5675	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0003	2	1	100	100	MXL
Sim5676	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0004	2	1	100	100	MXL
Sim5677	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0005	2	1	100	100	MXL
Sim5678	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0006	2	1	100	100	MXL
Sim5679	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0007	2	1	100	100	MXL
Sim5680	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0008	2	1	100	100	MXL
Sim5681	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0009	2	1	100	100	MXL
Sim5682	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.001	2	1	100	100	MXL
Sim5683	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.002	2	1	100	100	MXL
Sim5684	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.003	2	1	100	100	MXL
Sim5685	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.004	2	1	100	100	MXL
Sim5686	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.005	2	1	100	100	MXL
Sim5687	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.006	2	1	100	100	MXL
Sim5688	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.007	2	1	100	100	MXL
Sim5689	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.008	2	1	100	100	MXL
Sim5690	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.009	2	1	100	100	MXL
Sim5691	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.01	2	1	100	100	MXL
Sim5692	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.011	2	1	100	100	MXL
Sim5693	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.012	2	1	100	100	MXL
Sim5694	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.013	2	1	100	100	MXL
Sim5695	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.014	2	1	100	100	MXL
Sim5696	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.015	2	1	100	100	MXL
Sim5697	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.016	2	1	100	100	MXL
Sim5698	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.017	2	1	100	100	MXL
Sim5699	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.018	2	1	100	100	MXL
Sim5700	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.019	2	1	100	100	MXL
Sim5701	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.02	2	1	100	100	MXL
Sim5702	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0225	2	1	100	100	MXL
Sim5703	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.025	2	1	100	100	MXL
Sim5704	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0275	2	1	100	100	MXL
Sim5705	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.03	2	1	100	100	MXL
Sim5706	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0325	2	1	100	100	MXL
Sim5707	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.035	2	1	100	100	MXL
Sim5708	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0375	2	1	100	100	MXL
Sim5709	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.04	2	1	100	100	MXL
Sim5710	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0425	2	1	100	100	MXL
Sim5711	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.045	2	1	100	100	MXL
Sim5712	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.0475	2	1	100	100	MXL
Sim5713	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.05	2	1	100	100	MXL
Sim5714	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.06	2	1	100	100	MXL
Sim5715	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.07	2	1	100	100	MXL
Sim5716	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.08	2	1	100	100	MXL
Sim5717	I2_BC	I3_BC	50	KMostCommonInEachBlock	0.09	2	1	100	100	MXL
